２０１１年に建造された|いしかり|は本船の準同型船となっており、推進システムは基本的に本船を踏襲している。	接尾辞-形容詞性述語接尾辞	たい
この糠漬けの工程では石の重しなどで木の蓋を押さえて空気に触れないようにし、イワシから作った|いしる|が縁から注ぎ込まれる。	接尾辞-形容詞性述語接尾辞	たい
また、フジテレビＯＮＥにて２０１６年１１月２６日に放送された|いいすぽ！|においても解説役として出演した。	接尾辞-形容詞性述語接尾辞	たい
破壊の危機に瀕した|いたすけ?古墳|の保存運動などをきっかけに、古墳は保存すべき文化財との認識が広まり、近年では大規模な破壊はない。	接尾辞-形容詞性述語接尾辞	たい
２０１４年にはこの道のゆるキャラ、平安貴族の妖怪をモチーフとした|きぬか怪さん|が誕生した。	接尾辞-形容詞性述語接尾辞	たき
なお、平仮名の「きもつき」は合併から１年後に開局した|きもつき?コミュニティ?放送|の愛称として採用された。	接尾辞-形容詞性述語接尾辞	たき
また２０１１年１０月に世界をテーマとした|くにつく|がＧＲＥＥで配信された。	接尾辞-形容詞性述語接尾辞	たく
過去に出演していた|くにまる?ジャパン|での愛称は、「近所のおばちゃん」「宝石ジャラ子」「世界のＯＢＣ」である。	接尾辞-形容詞性述語接尾辞	たく
本型は、初の量産型軽合金製巡視艇として昭和４５年度から４９年度計画で建造された|しきなみ型|の代船として建造された。	接尾辞-形容詞性述語接尾辞	たし
毎年「しとぎ祭」には藁包に入れた|しとぎ|が神饌とされる。	接尾辞-形容詞性述語接尾辞	たし
米作が中心であるが、転作作物として|えごま|が栽培されている。	接尾辞-形容詞性述語接尾辞	てえ
１０月２０日、準決勝でＪＴ・トレスと対戦し、|腕?ひしぎ?十?字?固め|で一本勝ち。	接尾辞-形容詞性述語接尾辞	めで
２５分５３秒、諏訪魔がラスト・ライドからの|体?固め|で宮原から３カウントを奪い、優勝した。	接尾辞-形容詞性述語接尾辞	めで
ゆりかもめ７３００系電車は、|株式?会社?ゆりかもめ|のＡＧＴ車両。	接尾辞-形容詞性述語接尾辞	めの
橋上部に|ゆりかもめ|の高架が通る。	接尾辞-形容詞性述語接尾辞	めの
「シラミ」と命名されているが、|シラミ?目|ではなく、カメムシ目トコジラミ科の昆虫である。	接尾辞-形容詞性述語接尾辞	目で
さらに、|ハエ?目|では、翅が二枚しかない。	接尾辞-形容詞性述語接尾辞	目で
プレシアダピス目は哺乳綱の絶滅した|目|であり、霊長目に近縁または祖先とされる。	接尾辞-形容詞性述語接尾辞	目であり
以前は、ロフォガスター目は|アミ?目|の下目として分類されていたが、この分類は現在は廃止されている。	接尾辞-形容詞性述語接尾辞	目の
例外として|ネズミ?目|やウサギ目は一組の歯が生涯伸び続ける。	接尾辞-形容詞性述語接尾辞	目や
