シリーズ構成とメイン脚本を担当した|あかほり?さとる|は、後年のインタビューにおいて	助動詞-*	たあ
このうち松村は、日笠プロデューサーの意向で『燃えろ！！ロボコン』に移った|いのくま?まさお|と入れ替わりという形での参加となる。	助動詞-*	たい
これら２隻は建造費が７４億円と高騰したことから、翌年度以降は、スペックダウンによって価格低減を図った|いわみ?型|に移行した。	助動詞-*	たい
作曲は、金子の友人でＣＭソングを数多く手掛けていた|いずみ?たく|に依頼。	助動詞-*	たい
常磐炭田を抱えた|いわき?市|は首都圏への近接性から機械工業への転換を行い、また温泉開発などにも成功している。	助動詞-*	たい
中国で発達した|いかだ|から発展したという説、丸木舟から発展したという説があるが、史料が乏しいのでいまだ定説は無い。	助動詞-*	たい
同期にりぼん賞を受賞した雪丸もえや、同点数でデビューを果たした|かるき?春|・杉本あきこがいる。	助動詞-*	たかる
当時ＡＤを務めた|きくち?伸|によれば、『ヒットスタジオ』は当時局内でも一番制作現場が厳しい番組として恐れられていたという。	助動詞-*	たき
「もんだいガール」は、２０１５年３月１８日に発売された|きゃりーぱみゅぱみゅ|のシングル楽曲。	助動詞-*	たきゃ
「最＆高」は、２０１６年４月２０日に発売された|きゃりーぱみゅぱみゅ|の１２枚目のシングル。	助動詞-*	たきゃ
市街地の東側には紀伊大島があり、１９９９年９月に完成した|くしもと?大橋|で結ばれている。	助動詞-*	たく
１９５３年公布、施行された|らい?予防?法|は、学会の決議の後の１９９６年４月１日、らい予防法の廃止に関する法律により廃止された。	助動詞-*	たら
なお、同様の趣旨をもって|えた|・非人とされた人々の所有地である「穢地」の免税特権破棄も解放令と同時に行われている。	助動詞-*	てえ
２００２年１１月９日、ＳＧＳライト級トーナメント準決勝で|しなし?さとこ|に一本負け。	助動詞-*	でし
その途中で|ししぶ?駅|へ到着する。	助動詞-*	でし
料金所より山頂寄りで|つまごい?パノラマライン?北?ルート|と立体交差するが、相互接続はされておらず出入りはできない。	助動詞-*	でつ
こちらについては|ろう接|を参照。	助動詞-*	はろう
いずれも布団内で局部的にしか温められない湯たんぽや|あんか|と比べて加温効果は高い。	助動詞-*	やあ
見た目・味・食感はみたらし団子や|あぶり?餅|に近い。	助動詞-*	やあ
初年度より、岩手県内でパーソナリティとして活動する|まつみ?たくや|がＭＣを担当している。	助動詞-*	やが
また、ろ座ボイドや|ろ?座|ウォール|といった大規模構造の存在も確認されている。	助動詞-*	やろ
